"id","especie","altura","circ_tronco_cm","diametro_tronco","seccion","nombre_seccion","inclinacion_peligrosa"
39403,"Morera","Alto (> 8 mts)",147,"Grande",6,"Residencial Norte",0
21220,"Paraiso","Medio (4 - 8 mts)",120,"Grande",5,"Residencial Sur",0
16036,"Paraiso","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",0
25887,"Olmo comun","Medio (4 - 8 mts)",98,"Grande",2,"Barrio Civico",0
43355,"Morera","Medio (4 - 8 mts)",106,"Grande",3,"Parque O'Higgins",0
11693,"Fresno europeo","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
19375,"Pltano","Alto (> 8 mts)",230,"Grande",4,"Cuarta Este 햨rea Fundacional",0
38010,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",0
3733,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
10247,"Fresno europeo","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",0
25940,"Acer","Bajo (2 - 4 mts)",32,"Mediano",2,"Barrio Civico",0
44785,"Olmo comun","Alto (> 8 mts)",205,"Grande",4,"Cuarta Este 햨rea Fundacional",0
39768,"Fresno europeo","Alto (> 8 mts)",50,"Mediano",1,"Parque Central",0
27148,"Pltano","Alto (> 8 mts)",150,"Grande",3,"Parque O'Higgins",0
6199,"Pltano","Bajo (2 - 4 mts)",98,"Grande",3,"Parque O'Higgins",0
24084,"Jacarand","Medio (4 - 8 mts)",50,"Mediano",2,"Barrio Civico",0
41384,"Morera","Alto (> 8 mts)",158,"Grande",1,"Parque Central",0
10145,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",6,"Residencial Norte",0
27406,"Fresno europeo","Alto (> 8 mts)",120,"Grande",3,"Parque O'Higgins",0
36337,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
37130,"Fresno europeo","Alto (> 8 mts)",90,"Grande",7,"Residencial Parque",0
7606,"Fresno europeo","Muy bajo (1 - 2 mts)",4,"Chico",7,"Residencial Parque",0
9224,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",0
30993,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",0
5280,"Paraiso","Medio (4 - 8 mts)",160,"Grande",1,"Parque Central",0
20797,"Conifera","Muy bajo (1 - 2 mts)",12,"Chico",5,"Residencial Sur",0
38952,"Morera","Alto (> 8 mts)",88,"Grande",6,"Residencial Norte",0
10852,"Fresno europeo","Bajo (2 - 4 mts)",38,"Mediano",6,"Residencial Norte",0
48120,"Morera","Medio (4 - 8 mts)",90,"Grande",4,"Cuarta Este 햨rea Fundacional",0
33135,"Pltano","Alto (> 8 mts)",130,"Grande",5,"Residencial Sur",0
37228,"Morera","Muy bajo (1 - 2 mts)",7,"Chico",6,"Residencial Norte",0
46992,"lamo blanco","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
22008,"Fresno europeo","Alto (> 8 mts)",83,"Grande",5,"Residencial Sur",0
27828,"Morera","Alto (> 8 mts)",180,"Grande",2,"Barrio Civico",0
38464,"Paraiso","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",0
22030,"Fresno europeo","Alto (> 8 mts)",130,"Grande",5,"Residencial Sur",0
26953,"Morera","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
2235,"Pltano","Alto (> 8 mts)",180,"Grande",2,"Barrio Civico",0
33442,"Jacarand","Medio (4 - 8 mts)",50,"Mediano",5,"Residencial Sur",0
22954,"Pltano","Medio (4 - 8 mts)",128,"Grande",5,"Residencial Sur",0
22161,"Morera","Alto (> 8 mts)",112,"Grande",5,"Residencial Sur",0
45098,"Fresno europeo","Medio (4 - 8 mts)",80,"Grande",4,"Cuarta Este 햨rea Fundacional",0
28151,"Tipa","Alto (> 8 mts)",146,"Grande",2,"Barrio Civico",0
4379,"Morera","Alto (> 8 mts)",200,"Grande",4,"Cuarta Oeste",0
22428,"Morera","Alto (> 8 mts)",93,"Grande",5,"Residencial Sur",0
33574,"Pltano","Alto (> 8 mts)",165,"Grande",5,"Residencial Sur",0
22943,"Morera","Alto (> 8 mts)",88,"Grande",5,"Residencial Sur",0
8028,"Morera","Alto (> 8 mts)",220,"Grande",5,"Residencial Sur",0
2697,"Caducifolio","Bajo (2 - 4 mts)",20,"Chico",3,"Parque O'Higgins",0
8049,"Morera","Bajo (2 - 4 mts)",50,"Mediano",2,"Barrio Civico",0
2003,"Morera","Alto (> 8 mts)",112,"Grande",3,"Parque O'Higgins",0
40718,"Pltano","Alto (> 8 mts)",190,"Grande",1,"Parque Central",0
2333,"Fresno europeo","Muy bajo (1 - 2 mts)",3,"Chico",3,"Parque O'Higgins",0
12614,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
37827,"Fresno europeo","Alto (> 8 mts)",135,"Grande",6,"Residencial Norte",0
12039,"Fresno europeo","Bajo (2 - 4 mts)",82,"Grande",6,"Residencial Norte",0
27217,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",3,"Parque O'Higgins",0
26016,"Acacia SP","Bajo (2 - 4 mts)",46,"Mediano",3,"Parque O'Higgins",0
48372,"Fresno europeo","Medio (4 - 8 mts)",110,"Grande",4,"Cuarta Este 햨rea Fundacional",0
35663,"Morera","Medio (4 - 8 mts)",136,"Grande",6,"Residencial Norte",0
39630,"Pltano","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",0
36951,"Paraiso","Alto (> 8 mts)",125,"Grande",7,"Residencial Parque",0
9522,"Acer","Bajo (2 - 4 mts)",80,"Grande",6,"Residencial Norte",0
21615,"Pltano","Alto (> 8 mts)",205,"Grande",5,"Residencial Sur",0
12539,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",4,"Cuarta Oeste",0
24167,"Fresno europeo","Medio (4 - 8 mts)",102,"Grande",2,"Barrio Civico",0
4484,"Morera","Medio (4 - 8 mts)",43,"Mediano",4,"Cuarta Oeste",0
11736,"Acer","Medio (4 - 8 mts)",198,"Grande",6,"Residencial Norte",0
18357,"Paraiso","Alto (> 8 mts)",140,"Grande",4,"Cuarta Oeste",0
2605,"Pltano","Alto (> 8 mts)",120,"Grande",3,"Parque O'Higgins",0
39043,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",6,"Residencial Norte",0
35279,"Fresno europeo","Bajo (2 - 4 mts)",28,"Mediano",5,"Residencial Sur",0
3286,"Morera","Medio (4 - 8 mts)",52,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
4274,"Morera","Medio (4 - 8 mts)",96,"Grande",4,"Cuarta Oeste",0
10512,"Paraiso sombrilla","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",0
12346,"Morera","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
14366,"Morera","Bajo (2 - 4 mts)",30,"Mediano",8,"Aeroparque",0
26213,"Acer","Bajo (2 - 4 mts)",45,"Mediano",3,"Parque O'Higgins",0
17662,"Morera","Alto (> 8 mts)",168,"Grande",4,"Cuarta Oeste",0
11594,"Paraiso","Alto (> 8 mts)",270,"Grande",6,"Residencial Norte",0
44901,"Morera","Alto (> 8 mts)",105,"Grande",4,"Cuarta Este 햨rea Fundacional",0
12939,"Caducifolio","Bajo (2 - 4 mts)",70,"Grande",4,"Cuarta Oeste",0
13572,"Paraiso","Medio (4 - 8 mts)",38,"Mediano",6,"Residencial Norte",0
34165,"Morera","Alto (> 8 mts)",138,"Grande",6,"Residencial Norte",0
22144,"Morera","Medio (4 - 8 mts)",36,"Mediano",5,"Residencial Sur",0
45369,"Olmo comun","Bajo (2 - 4 mts)",140,"Grande",4,"Cuarta Este 햨rea Fundacional",0
6329,"Fresno americano","Muy bajo (1 - 2 mts)",15,"Chico",5,"Residencial Sur",0
12530,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Oeste",0
44181,"Morera","Alto (> 8 mts)",105,"Grande",3,"Parque O'Higgins",0
46111,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
23710,"Morera","Alto (> 8 mts)",140,"Grande",2,"Barrio Civico",0
48154,"Olmo comun","Medio (4 - 8 mts)",135,"Grande",4,"Cuarta Este 햨rea Fundacional",0
38688,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",0
38223,"Paraiso","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",0
19965,"Morera","Alto (> 8 mts)",158,"Grande",4,"Cuarta Oeste",0
39090,"Fresno europeo","Muy bajo (1 - 2 mts)",2,"Chico",6,"Residencial Norte",0
33095,"Olmo comun","Alto (> 8 mts)",100,"Grande",5,"Residencial Sur",0
15445,"Paraiso","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",0
47443,"Paraiso","Alto (> 8 mts)",160,"Grande",4,"Cuarta Este 햨rea Fundacional",0
9195,"Fresno europeo","Muy bajo (1 - 2 mts)",4,"Chico",6,"Residencial Norte",0
11010,"Pltano","Alto (> 8 mts)",57,"Mediano",7,"Residencial Parque",0
16610,"Paraiso","Alto (> 8 mts)",93,"Grande",4,"Cuarta Oeste",0
41447,"Pltano","Alto (> 8 mts)",183,"Grande",1,"Parque Central",0
2065,"Pltano","Medio (4 - 8 mts)",54,"Mediano",3,"Parque O'Higgins",0
855,"Aguaribay","Medio (4 - 8 mts)",100,"Grande",8,"Aeroparque",0
40278,"Olmo comun","Medio (4 - 8 mts)",120,"Grande",1,"Parque Central",0
25297,"Morera","Alto (> 8 mts)",170,"Grande",2,"Barrio Civico",0
45696,"Fresno europeo","Alto (> 8 mts)",148,"Grande",4,"Cuarta Este 햨rea Fundacional",0
1600,"Caducifolio","Muy bajo (1 - 2 mts)",40,"Mediano",7,"Residencial Parque",0
1403,"Acer","Medio (4 - 8 mts)",60,"Mediano",7,"Residencial Parque",0
9172,"Morera","Alto (> 8 mts)",60,"Mediano",6,"Residencial Norte",0
16062,"Fresno europeo","Alto (> 8 mts)",190,"Grande",4,"Cuarta Oeste",0
37950,"Paraiso","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",0
2886,"lamo blanco","Alto (> 8 mts)",155,"Grande",4,"Cuarta Este 햨rea Fundacional",0
31240,"Morera","Alto (> 8 mts)",104,"Grande",6,"Residencial Norte",0
33478,"Fresno europeo","Alto (> 8 mts)",90,"Grande",5,"Residencial Sur",0
17904,"Paraiso","Alto (> 8 mts)",140,"Grande",4,"Cuarta Oeste",0
6869,"Morera","Bajo (2 - 4 mts)",50,"Mediano",5,"Residencial Sur",0
19695,"Jacarand","Medio (4 - 8 mts)",38,"Mediano",4,"Cuarta Oeste",0
13985,"Morera","Medio (4 - 8 mts)",55,"Mediano",8,"Aeroparque",0
20591,"Conifera","Bajo (2 - 4 mts)",25,"Mediano",5,"Residencial Sur",0
1174,"Morera","Muy bajo (1 - 2 mts)",2,"Chico",8,"Aeroparque",0
9113,"Fresno europeo","Muy bajo (1 - 2 mts)",2,"Chico",6,"Residencial Norte",0
19740,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
13659,"Olmo comun","Medio (4 - 8 mts)",40,"Mediano",6,"Residencial Norte",0
42801,"Fresno europeo","Bajo (2 - 4 mts)",12,"Chico",4,"Cuarta Este 햨rea Fundacional",0
19555,"Fresno americano","Medio (4 - 8 mts)",98,"Grande",4,"Cuarta Oeste",0
36413,"Pltano","Alto (> 8 mts)",240,"Grande",6,"Residencial Norte",0
2986,"Fresno europeo","Bajo (2 - 4 mts)",18,"Chico",4,"Cuarta Este 햨rea Fundacional",0
37393,"Paraiso","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",0
846,"Aguaribay","Medio (4 - 8 mts)",98,"Grande",8,"Aeroparque",0
14176,"Morera","Alto (> 8 mts)",120,"Grande",8,"Aeroparque",0
46029,"Tilo","Muy bajo (1 - 2 mts)",25,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
26997,"Pltano","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
30735,"Pltano","Medio (4 - 8 mts)",45,"Mediano",6,"Residencial Norte",0
16082,"Paraiso","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",0
34712,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",0
46353,"Morera","Alto (> 8 mts)",168,"Grande",4,"Cuarta Este 햨rea Fundacional",0
35780,"Morera","Medio (4 - 8 mts)",140,"Grande",6,"Residencial Norte",0
34176,"Morera","Medio (4 - 8 mts)",160,"Grande",6,"Residencial Norte",0
38883,"Olmo bola","Alto (> 8 mts)",95,"Grande",6,"Residencial Norte",0
25772,"Perenne","Alto (> 8 mts)",300,"Grande",2,"Barrio Civico",0
282,"Morera","Alto (> 8 mts)",90,"Grande",4,"Cuarta Este 햨rea Fundacional",0
18473,"Paraiso","Medio (4 - 8 mts)",145,"Grande",1,"Parque Central",0
6302,"Morera","Alto (> 8 mts)",100,"Grande",5,"Residencial Sur",0
7457,"Morera","Alto (> 8 mts)",100,"Grande",5,"Residencial Sur",0
29306,"Morera","Alto (> 8 mts)",200,"Grande",2,"Barrio Civico",0
16443,"Morera","Alto (> 8 mts)",120,"Grande",4,"Cuarta Oeste",0
44481,"Pltano","Alto (> 8 mts)",250,"Grande",3,"Parque O'Higgins",0
6037,"Morera","Alto (> 8 mts)",140,"Grande",1,"Parque Central",0
19252,"Olmo comun","Medio (4 - 8 mts)",94,"Grande",4,"Cuarta Oeste",0
35052,"Morera","Alto (> 8 mts)",175,"Grande",6,"Residencial Norte",0
20617,"Pltano","Muy bajo (1 - 2 mts)",16,"Chico",5,"Residencial Sur",0
21148,"Paraiso","Alto (> 8 mts)",190,"Grande",5,"Residencial Sur",0
21695,"Olmo comun","Bajo (2 - 4 mts)",66,"Grande",5,"Residencial Sur",0
12307,"Morera","Alto (> 8 mts)",185,"Grande",4,"Cuarta Oeste",0
10576,"Morera","Medio (4 - 8 mts)",55,"Mediano",6,"Residencial Norte",0
11215,"Acer","Alto (> 8 mts)",70,"Grande",2,"Barrio Civico",0
24971,"Morera","Alto (> 8 mts)",151,"Grande",2,"Barrio Civico",0
23076,"lamo criollo","Alto (> 8 mts)",166,"Grande",2,"Barrio Civico",0
36749,"Eucalyptus","Alto (> 8 mts)",198,"Grande",7,"Residencial Parque",0
8227,"Olmo comun","Alto (> 8 mts)",152,"Grande",2,"Barrio Civico",0
33995,"Morera","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",0
7748,"Paraiso","Bajo (2 - 4 mts)",24,"Mediano",5,"Residencial Sur",0
46746,"Morera","Medio (4 - 8 mts)",176,"Grande",4,"Cuarta Oeste",0
2684,"Fresno americano","Alto (> 8 mts)",70,"Grande",3,"Parque O'Higgins",0
2686,"Paraiso","Medio (4 - 8 mts)",120,"Grande",3,"Parque O'Higgins",0
14646,"Acer","Medio (4 - 8 mts)",50,"Mediano",8,"Aeroparque",0
7310,"Fresno europeo","Alto (> 8 mts)",92,"Grande",5,"Residencial Sur",0
18746,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
33649,"Paraiso","Medio (4 - 8 mts)",127,"Grande",5,"Residencial Sur",0
21159,"Paraiso","Alto (> 8 mts)",175,"Grande",5,"Residencial Sur",0
15545,"Paraiso","Bajo (2 - 4 mts)",26,"Mediano",7,"Residencial Parque",0
28003,"Morera","Alto (> 8 mts)",165,"Grande",3,"Parque O'Higgins",0
11422,"Morera","Alto (> 8 mts)",123,"Grande",2,"Barrio Civico",0
36938,"Morera","Alto (> 8 mts)",146,"Grande",7,"Residencial Parque",0
45517,"Paraiso","Medio (4 - 8 mts)",152,"Grande",4,"Cuarta Este 햨rea Fundacional",0
30182,"Morera","Alto (> 8 mts)",168,"Grande",2,"Barrio Civico",0
27827,"Morera","Alto (> 8 mts)",75,"Grande",2,"Barrio Civico",0
20787,"Morera","Alto (> 8 mts)",130,"Grande",5,"Residencial Sur",0
9498,"Olmo bola","Bajo (2 - 4 mts)",100,"Grande",6,"Residencial Norte",0
13457,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",0
35019,"Pltano","Alto (> 8 mts)",143,"Grande",7,"Residencial Parque",0
17269,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",4,"Cuarta Oeste",0
24649,"Morera","Alto (> 8 mts)",103,"Grande",2,"Barrio Civico",0
43827,"Morera","Alto (> 8 mts)",140,"Grande",3,"Parque O'Higgins",0
34356,"Morera","Medio (4 - 8 mts)",68,"Grande",6,"Residencial Norte",0
23823,"Paraiso","Alto (> 8 mts)",46,"Mediano",2,"Barrio Civico",0
31502,"Pltano","Alto (> 8 mts)",174,"Grande",5,"Residencial Sur",0
25931,"Morera","Bajo (2 - 4 mts)",28,"Mediano",2,"Barrio Civico",0
30617,"Morera","Alto (> 8 mts)",82,"Grande",6,"Residencial Norte",0
43506,"Morera","Alto (> 8 mts)",120,"Grande",3,"Parque O'Higgins",0
34645,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
10641,"Morera","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",0
12467,"Fresno europeo","Muy bajo (1 - 2 mts)",2,"Chico",6,"Residencial Norte",0
24147,"Morera","Alto (> 8 mts)",110,"Grande",2,"Barrio Civico",0
10563,"Morera","Alto (> 8 mts)",60,"Mediano",6,"Residencial Norte",0
20402,"Morera","Medio (4 - 8 mts)",22,"Mediano",5,"Residencial Sur",0
41491,"Fresno americano","Medio (4 - 8 mts)",140,"Grande",1,"Parque Central",0
13807,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
42059,"Fresno europeo","Alto (> 8 mts)",140,"Grande",1,"Parque Central",0
34387,"Morera","Alto (> 8 mts)",166,"Grande",6,"Residencial Norte",0
9430,"Aguaribay","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",0
41500,"Morera","Alto (> 8 mts)",220,"Grande",1,"Parque Central",0
41987,"Pltano","Alto (> 8 mts)",197,"Grande",1,"Parque Central",0
6333,"Fresno europeo","Bajo (2 - 4 mts)",25,"Mediano",5,"Residencial Sur",0
45266,"Fresno europeo","Alto (> 8 mts)",125,"Grande",4,"Cuarta Este 햨rea Fundacional",0
6499,"Pltano","Alto (> 8 mts)",195,"Grande",5,"Residencial Sur",0
41703,"Morera","Medio (4 - 8 mts)",60,"Mediano",1,"Parque Central",0
12093,"Fresno europeo","Bajo (2 - 4 mts)",14,"Chico",6,"Residencial Norte",0
30517,"Fresno europeo","Alto (> 8 mts)",38,"Mediano",3,"Parque O'Higgins",0
34405,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",0
30823,"Conifera","Alto (> 8 mts)",60,"Mediano",6,"Residencial Norte",0
19028,"Morera","Medio (4 - 8 mts)",65,"Grande",4,"Cuarta Oeste",0
21900,"Morera","Alto (> 8 mts)",170,"Grande",5,"Residencial Sur",0
40982,"Morera","Medio (4 - 8 mts)",115,"Grande",1,"Parque Central",0
41886,"Fresno americano","Medio (4 - 8 mts)",120,"Grande",1,"Parque Central",0
2256,"Paraiso","Medio (4 - 8 mts)",75,"Grande",3,"Parque O'Higgins",0
29830,"Olmo comun","Alto (> 8 mts)",132,"Grande",2,"Barrio Civico",0
23025,"Morera","Alto (> 8 mts)",38,"Mediano",5,"Residencial Sur",0
39174,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
3862,"Conifera","Bajo (2 - 4 mts)",25,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
14700,"Morera","Medio (4 - 8 mts)",100,"Grande",8,"Aeroparque",0
15191,"Paraiso","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",0
4397,"Paraiso","Alto (> 8 mts)",115,"Grande",4,"Cuarta Oeste",0
16931,"Morera","Medio (4 - 8 mts)",110,"Grande",4,"Cuarta Oeste",0
10761,"Morera","Muy bajo (1 - 2 mts)",7,"Chico",6,"Residencial Norte",0
3067,"Morera","Bajo (2 - 4 mts)",36,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
18125,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
29388,"Pltano","Alto (> 8 mts)",140,"Grande",2,"Barrio Civico",0
8831,"Fresno europeo","Bajo (2 - 4 mts)",20,"Chico",6,"Residencial Norte",0
5233,"Pltano","Bajo (2 - 4 mts)",26,"Mediano",1,"Parque Central",0
16249,"Paraiso","Alto (> 8 mts)",110,"Grande",4,"Cuarta Oeste",0
23531,"Ailanthus","Alto (> 8 mts)",22,"Mediano",2,"Barrio Civico",0
220,"Fresno americano","Medio (4 - 8 mts)",105,"Grande",4,"Cuarta Oeste",0
17810,"Paraiso","Alto (> 8 mts)",91,"Grande",4,"Cuarta Oeste",0
4790,"Fresno europeo","Medio (4 - 8 mts)",30,"Mediano",4,"Cuarta Oeste",0
36715,"Olmo bola","Medio (4 - 8 mts)",160,"Grande",7,"Residencial Parque",0
8271,"Tilo","Bajo (2 - 4 mts)",20,"Chico",2,"Barrio Civico",0
3244,"Fresno americano","Bajo (2 - 4 mts)",25,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
23157,"Fresno europeo","Alto (> 8 mts)",92,"Grande",2,"Barrio Civico",0
33904,"Fresno americano","Medio (4 - 8 mts)",44,"Mediano",5,"Residencial Sur",0
26026,"Fresno europeo","Muy bajo (1 - 2 mts)",5,"Chico",3,"Parque O'Higgins",0
18276,"Morera","Alto (> 8 mts)",135,"Grande",4,"Cuarta Oeste",0
33993,"Fresno europeo","Medio (4 - 8 mts)",160,"Grande",5,"Residencial Sur",0
39592,"Pltano","Alto (> 8 mts)",87,"Grande",6,"Residencial Norte",0
47656,"Pltano","Alto (> 8 mts)",398,"Grande",4,"Cuarta Este 햨rea Fundacional",0
46006,"Fresno europeo","Medio (4 - 8 mts)",146,"Grande",4,"Cuarta Este 햨rea Fundacional",0
8086,"Fresno americano","Alto (> 8 mts)",200,"Grande",3,"Parque O'Higgins",0
40347,"Olmo bola","Bajo (2 - 4 mts)",60,"Mediano",1,"Parque Central",0
85,"Fresno europeo","Bajo (2 - 4 mts)",36,"Mediano",5,"Residencial Sur",0
20681,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",5,"Residencial Sur",0
45203,"Fresno europeo","Alto (> 8 mts)",165,"Grande",4,"Cuarta Este 햨rea Fundacional",0
37442,"lamo blanco","Alto (> 8 mts)",133,"Grande",6,"Residencial Norte",0
39085,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
15395,"Acacia SP","Medio (4 - 8 mts)",112,"Grande",7,"Residencial Parque",0
3971,"Paraiso","Medio (4 - 8 mts)",100,"Grande",4,"Cuarta Este 햨rea Fundacional",0
22814,"Fresno americano","Medio (4 - 8 mts)",46,"Mediano",5,"Residencial Sur",0
355,"Morera","Medio (4 - 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
24108,"Fresno americano","Alto (> 8 mts)",114,"Grande",2,"Barrio Civico",0
40800,"Pltano","Alto (> 8 mts)",178,"Grande",1,"Parque Central",0
26503,"Olmo comun","Medio (4 - 8 mts)",100,"Grande",3,"Parque O'Higgins",0
17214,"Morera","Alto (> 8 mts)",217,"Grande",4,"Cuarta Oeste",0
4611,"Morera","Medio (4 - 8 mts)",19,"Chico",4,"Cuarta Oeste",0
38125,"Paraiso","Alto (> 8 mts)",260,"Grande",6,"Residencial Norte",0
38482,"Morera","Medio (4 - 8 mts)",65,"Grande",6,"Residencial Norte",0
29572,"Morera","Alto (> 8 mts)",190,"Grande",2,"Barrio Civico",0
16981,"Acer","Muy bajo (1 - 2 mts)",5,"Chico",4,"Cuarta Oeste",0
37280,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",6,"Residencial Norte",0
18027,"Morera","Alto (> 8 mts)",178,"Grande",4,"Cuarta Oeste",0
4431,"Morera","Medio (4 - 8 mts)",70,"Grande",4,"Cuarta Oeste",0
18280,"Caducifolio","Muy bajo (1 - 2 mts)",5,"Chico",4,"Cuarta Oeste",0
23004,"Acacia SP","Alto (> 8 mts)",92,"Grande",5,"Residencial Sur",0
17150,"Morera","Alto (> 8 mts)",181,"Grande",4,"Cuarta Oeste",0
10289,"Fresno americano","Bajo (2 - 4 mts)",45,"Mediano",6,"Residencial Norte",0
31365,"Morera","Medio (4 - 8 mts)",180,"Grande",6,"Residencial Norte",0
43759,"Pltano","Alto (> 8 mts)",200,"Grande",3,"Parque O'Higgins",0
9933,"Paraiso","Muy bajo (1 - 2 mts)",15,"Chico",6,"Residencial Norte",0
42054,"Olmo bola","Medio (4 - 8 mts)",100,"Grande",1,"Parque Central",0
10615,"Paraiso","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",0
32736,"Morera","Medio (4 - 8 mts)",160,"Grande",5,"Residencial Sur",0
9434,"Morera","Medio (4 - 8 mts)",76,"Grande",6,"Residencial Norte",0
19310,"Morera","Alto (> 8 mts)",140,"Grande",4,"Cuarta Oeste",0
6459,"Acacia SP","Muy bajo (1 - 2 mts)",7,"Chico",5,"Residencial Sur",0
28445,"Morera","Alto (> 8 mts)",165,"Grande",2,"Barrio Civico",0
24950,"Fresno europeo","Alto (> 8 mts)",96,"Grande",2,"Barrio Civico",0
22969,"Fresno europeo","Alto (> 8 mts)",98,"Grande",5,"Residencial Sur",0
36745,"Morera","Medio (4 - 8 mts)",130,"Grande",7,"Residencial Parque",0
43977,"Morera","Alto (> 8 mts)",190,"Grande",3,"Parque O'Higgins",0
2052,"Fresno europeo","Medio (4 - 8 mts)",86,"Grande",3,"Parque O'Higgins",0
32274,"Fresno europeo","Alto (> 8 mts)",155,"Grande",5,"Residencial Sur",0
12059,"Aguaribay","Alto (> 8 mts)",267,"Grande",6,"Residencial Norte",0
37862,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
1077,"Prunas","Muy bajo (1 - 2 mts)",8,"Chico",8,"Aeroparque",0
7538,"Fresno americano","Alto (> 8 mts)",100,"Grande",7,"Residencial Parque",0
31677,"Fresno europeo","Alto (> 8 mts)",112,"Grande",5,"Residencial Sur",0
35118,"Perenne","Alto (> 8 mts)",128,"Grande",1,"Parque Central",0
4365,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Oeste",0
48291,"Morera","Medio (4 - 8 mts)",140,"Grande",4,"Cuarta Este 햨rea Fundacional",0
6001,"Morera","Medio (4 - 8 mts)",55,"Mediano",1,"Parque Central",0
18671,"Morera","Alto (> 8 mts)",117,"Grande",4,"Cuarta Oeste",0
16000,"Morera","Alto (> 8 mts)",132,"Grande",4,"Cuarta Oeste",0
45938,"Olmo comun","Alto (> 8 mts)",165,"Grande",4,"Cuarta Este 햨rea Fundacional",0
30294,"Morera","Alto (> 8 mts)",114,"Grande",3,"Parque O'Higgins",0
4029,"Paraiso","Muy bajo (1 - 2 mts)",8,"Chico",4,"Cuarta Este 햨rea Fundacional",0
